implement,실행하다쉼표 도구쉼표 기구,Efforts to implement a credit card payment system at the mall have been met with resistance.,신용카드 결제 시스템을 시행하려는 그 쇼핑몰의 노력은 저항에 부딪쳤다.,Efforts to _ a credit card payment system at the mall have been met with resistance.,,implement
moist,습한쉼표 축축한,Artifical tears are a good way to keep the eye moist.,인공 눈물은 눈을 촉촉하게 유지하기 위한 좋은 방법이다.,Artifical tears are a good way to keep the eye _.,,moist
mastery ,숙달쉼표 통달쉼표 전문적 지식쉼표 지배(력),The benefits of earlier mastery are often overstimated.,조기에 숙달하는 것의 이점은 아주 과대평가된다.,The benefits of earlier _ are often overstimated.,,mastery
impair,손상시키다쉼표 해치다,Describing an image seen eariler can impair recognition afterwards.,이전에 버여졌던 이미지를 묘사하는 것이 이푸의 인식을 손상시킬 수 있다.,Describing an image seen eariler can _ recognition afterwards.,,impair
tax,세금쉼표 무거운 짐쉼표 과세하다쉼표 무거운 짐을 지우다,Indea decided to phase out all 500- and 1쉼표000-rupee bills in the hope of reducing tax envasion,인도는 탈세를 줄이려는 희망에서 모든 500루피와 1000루피 지폐를 단게적으로 폐지하기로 결정했다.,Indea decided to phase out all 500- and 1쉼표000-rupee bills in the hope of reducing _ envasion,,tax
merchants,상인,Both consumrs and merchants expect to be able to use cloud services.,소비자와 상인 모두 클라우드 서비스를 이용할 수 있기를 기대한다.,Both consumrs and _ expect to be able to use cloud services.,,merchants
extraordinary,비범한쉼표 보통이 아닌쉼표 별난,There was something extraordinary in him.,그에게는 뭔가 비범한 데가 있었다.,There was something _ in him.,,extraordinary
collapsed,붕괴하다쉼표 쓰러지다쉼표 실패하다쉼표 붕괴쉼표 쓰러짐쉼표 실패,In 2010쉼표 in Guatemala City쉼표 an area approximately 20 meters wide and 30 meters deep collapsed.,2010년 과테말라시에서쉼표 대략 폭 20미터에 깊이 30미터인 지역이 붕괴했다.,In 2010쉼표 in Guatemala City쉼표 an area approximately 20 meters wide and 30 meters deep _.,,collapsd
side effects,부작용,Everything has side effects쉼표 but not multitasking!,모든 것에는 부작용이 있지만쉼표 다중 작업은 그렇지 않다!,Everything has _쉼표 but not multitasking!,,side effects
department,부서쉼표 부분쉼표 매장쉼표 코너쉼표 학과,In high school쉼표 she joined the drama department.,고등학교 시절쉼표 그녀는 연극부에 가입했다.,In high school쉼표 she joined the drama _.,,dpartment
coverage,보호쉼표 보상범위쉼표 보도,Some people are denied health insurance coverage because of their family's genetic history.,몇몇 사람들은 가족 유전력 때문에 의료 보험의 보호를 거부 당한다.,Some people are denied health insurance _ because of their family's genetic history.,,coverage
reliable,믿을 수 있는,There was little reliable data ablut the company.,그 회사에 대한 믿을 수 있는 자료가 거의 없었다.,There was little _ data ablut the company.,,reliable
monopoly,독점쉼표 독점권,The original idea of a patent was not to reward inventors with monopoly profits.,특허권의 개념은 발명가에게 독점 이익을 보상하는 것이 아니었다.,The original idea of a patent was not to reward inventors with _ profits.,,monopoly
Morality,도덕쉼표 도덕성,Morality often expresses itself as a duty to perform an action that advances the interests of another쉼표 to the harm of one's own.,도덕성은 자신의 이익을 해치면서쉼표 다른 사람의 이익을 증진하는 행위를 수행할 의무로 자주 표현된다.,_ often expresses itself as a duty to perform an action that advances the interests of another쉼표 to the harm of one's own.,,Morality
domesticated,길들이다쉼표 가축화하다쉼표 재배하다,"In a region called the ""Fertile Crescent""쉼표 the earliest known wheat was domesticated and grown in about 8500 BCE.",비옥한 초승달'이라고 볼리는 지역에서쉼표 기원전 약 8쉼표500년에 최초로 알려진 밀이 재배되고 길러졌다.,"In a region called the ""Fertile Crescent""쉼표 the earliest known wheat was _ and grown in about 8500 BCE.",,domesticated
disposition,기질쉼표 성향쉼표 배치쉼표 배열쉼표 처분쉼표 양도,Attitude is your psychological disposition쉼표 a proactive way to approach life.,태도는 여러분의 심리적 기질로쉼표 삶에 접근하는 주도적인 방식이다.,Attitude is your psychological _쉼표 a proactive way to approach life.,,disposition
entrepreneur,기업가쉼표 사업가,The entrepreneur ended up gong bankrupt.,그 사업가는 결국 파산했다.,The _ ended up gong bankrupt.,,entrepreneur
souvenir,기념품쉼표 선물,"Whatever brings back memories could be called a ""souvenir"".","기억을 떠올리게 하는 것은 무엇이든지 ""기념품""이라고 불릴 수 있다.","Whatever brings back memories could be called a ""_"".",,souvenir
banned,금하다쉼표 금지하다쉼표 금지(령),Product placement should be banned from all media.,간접 광고는 모든 매체에서 금지되어야 한다.,Product placement should be _ from all media.,,banned
recommendation,권고쉼표 추천,The recommendation has science been adopted쉼표 with some modifications쉼표 almost everywhere.,그 권고는 그 후 일부 수정을 거쳐 거의 모든 곳에서 채택되었다.,The _ has science been adopted쉼표 with some modifications쉼표 almost everywhere.,,recommendation
ultimate,궁극적인쉼표 최후의쉼표 궁극의 것쉼표 최종 결과,Peace settlement was the ultimate goal of the meeting.,평화 합의가 그 모임의 궁극적인 목표였다.,Peace settlement was the _ goal of the meeting.,,ultimate
old-fashioned,구식의쉼표 고풍의,LEDs use less energy and last longer than old-fashioned lights.,LED는 구식 조명보다 더 적은 에너지를 사용하고 더 오래 지속된다.,LEDs use less energy and last longer than _ lights.,,old-fashioned
scientific,과학의쉼표 과학적인,Conservation science is the study of the care and protection of cultural works thourgh scientific methods.,보존 과학은 과학적인 방법으로 문화재를 보살피고 보호하는 학문이다.,Conservation science is the study of the care and protection of cultural works thourgh _ methods.,,scientific
scenery,경치쉼표 풍경쉼표 배경쉼표 무대장치,The beauty of the scenery was beyond description.,그 풍경의 아름다움은 형언할 수 없다.,The beauty of the _ was beyond description.,,scenery
plunged,거꾸러지다쉼표 급락하다쉼표 낙하,She lost her balance and plunged to the ground.,그녀는 몸의 균형을 잃고 땅으로 거꾸러졌다.,She lost her balance and _ to the ground.,,plunged
sudden,갑작스러운쉼표 뜻밖의,A sudden heavy rain can damage trees.,갑작스러운 폭우가 나무를 훼손할 수 있다.,A _ heavy rain can damage trees.,,sudden
empathy,감정 이입쉼표 공감,Tears became something that automatically set off empathy and compassion in another.,눈물은 타인의 공감과 동정을 자동적으로 유발하는 어떤 것이 되었다.,Tears became something that automatically set off _ and compassion in another.,,empathy
decade,10년쉼표 10년간,Many countries suffered nationwide famines at least once every decade.,많은 나라들이 적어도 10년에 한 번은 전국적인 기근을 겪었다.,Many countries suffered nationwide famines at least once every _.,,decade
