epitomize,~의 전형이다,Philip Marlowe쉼표 star of Raymond Chandler따옴표s crime novels쉼표 epitomizes the private detective concept.,Raymond Chandler의 범죄소설의 주인공 Philip Marlowe는 사립 탐정 개념의 전형이다.,Philip Marlowe쉼표 star of Raymond Chandler따옴표s crime novels쉼표 _ the private detective concept.,,epitomizes
pronounced,발음되는,Some languages have a pronounced 큰따옴표J큰따옴표 consonant and others do not.,몇몇 언어는 발음되는 자음 큰따옴표J큰따옴표가 있지만 다른 언어들은 그렇지 않다.,Some languages have a _ 큰따옴표J큰따옴표 consonant and others do not.,,pronounced
bewilder,당황하게 하다쉼표 어리둥절하게 만들다,The variety of accents used in Johannesburg bewildered Lenny.,요하네스버그에서 사용되는 다양한 억양은 Lenny를 당황하게 했다.,The variety of accents used in Johannesburg _ Lenny.,,bewildered
support,도움쉼표 지원,The inexperienced writer relied on the support of a professional editor.,그 경험 없는 작가는 전문 편집자의 도움에 의존했다.,The inexperienced writer relied on the _ of a professional editor.,,support
support,지원하다쉼표 지지하다,A scholarship fund was established to support needy students.,어려운 학생들을 지원하기 위해 한 장학 기금이 설립되었다.,A scholarship fund was established to _ needy students.,,support
comment,의견쉼표 논평,The famous novelist welcomed comments about his book from readers.,그 유명 소설가는 자신의 책에 대한 독자들의 의견을 기쁘게 받아들였다.,The famous novelist welcomed _ about his book from readers.,,comments
comment,언급하다쉼표 논평하다,Police will not comment on the case until the investigation is over.,경찰은 수사가 끝날 때까지 그 사건에 대해 언급하지 않을 것이다.,Police will not _ on the case until the investigation is over.,,comment
index,색인쉼표 목록,The index lists the page numbers for all the medical terms used.,색인은 사용된 모든 의학 용어에 대한 페이지 번호를 열거한다.,The _ lists the page numbers for all the medical terms used.,,index
draft,초고쉼표 초안 / 외풍,Did you submit your first draft to the publisher?,초고를 출판사에 제출했니?,Did you submit your first _ to the publisher?,,draft
draft,초고쉼표 초안 / 외풍,A draft from the open window made me feel cold.,열린 창문에서 들어오는 외풍은 나를 춥게 했다.,A _ from the open window made me feel cold.,,draft
connotation,함축쉼표 언외의 의미,The term 큰따옴표patriot큰따옴표 has positive connotations of honor and sacrifice.,큰따옴표애국자큰따옴표라는 용어는 명예와 희생이라는 긍정적인 함축의 의미를 가진다.,The term 큰따옴표patriot큰따옴표 has positive _ of honor and sacrifice.,,connotations
prescient,선견지명이 있는쉼표 미리 아는,The author included a prescient comment about the future of the Internet in his work.,그 저자는 그의 작품에 인터넷의  미래에 대한 선견지명이 있는 언급을 포함했다.,The author included a _ comment about the future of the Internet in his work.,,prescient
altercation,언쟁,Taking in a calm tone can help prevent a potential altercation.,침착한 어조로 말하는 것은 잠재적 언쟁을 막는 것을 도울 수 있다.,Taking in a calm tone can help prevent a potential _.,,altercation
formulaic,정형화된,The writer was criticized for heavily relying on formulaic plots.,그 작가는 정형화된 줄거리에 지나치게 의지한 것에 대해 비난을 받았다.,The writer was criticized for heavily relying on _ plots.,,formulaic
manipulate,솜씨 있게 다루다 / 조작하다,Poets manipulate simple words to make beautiful rhymes.,시인들은 아름다운 운을 만들어 내기 위해 간단한 단어들을 솜씨 있게 다룬다.,Poets _ simple words to make beautiful rhymes.,,manipulate
manipulate,솜씨 있게 다루다 / 조작하다,Politicians should not manipulate public opinion for their own political advantage.,정치인들은 자신의 정치적 이익을 위해 여론을 조작해서는 안 된다.,Politicians should not _ public opinion for their own political advantage.,,manipulate
pass for,~으로 통하다,With her accurate pronunciation of Italian쉼표 she can pass for a native speaker.,정확한 이탈리아어 발음으로쉼표 그녀는 원어민으로 통할 수 있다.,With her accurate pronunciation of Italian쉼표 she can _ a native speaker.,,pass for
backdrop,배경,The backdrop for the theater play was New York City.,그 연극의 배경은 뉴욕시였다.,The _ for the theater play was New York City.,,backdrop
recrimination,맞비난쉼표 맞대응,The writers따옴표 professional rivalry resulted in angry recriminations.,작가들의 직업상 경쟁은 성난 맞비난을 야기했다.,The writers따옴표 professional rivalry resulted in angry _.,,recriminations
seminal,중대한쉼표 영향력이 큰,Carl Sagan wrote the seminal book that made science popular in the United Sates.,칼 세이건은 미국에서 과학을 대중적으로 만든 중대한 책을 썼다.,Carl Sagan wrote the _ book that made science popular in the United Sates.,,seminal
cull,추려내다쉼표 고르다,Novelists cull information from different sources before they begin writing.,소설가들은 집필을 시작하기 전에 여러 자료에서 정보를 추려낸다.,Novelists _ information from different sources before they begin writing.,,cull
exaggerate,과장하다,Some journalists exaggerate their stories to attract more readers.,일부 기자들은 더 많은 독자들을 끌기 위해 이야기를 과장한다.,Some journalists _ their stories to attract more readers.,,exaggerate
legible,(필적쉼표 인쇄가) 읽기 쉬운,Please ill out the blanks in clear and legible print.,뚜렷하고 읽기 쉬운 활자체로 빈칸을 채워주시기 바랍니다.,Please ill out the blanks in clear and _ print.,,legible
sink in,(말쉼표 사건이) 충분히 이해되다,The poet uses such heavy metaphors that it takes a while for her points to sink in.,그 시인은 너무 심한 은유를 사용해서 그녀의 요점이 충분히 이해되는 데 시간이 걸린다.,The poet uses such heavy metaphors that it takes a while for her points to _.,,sink in
extemporize,(연설쉼표 연주 등을) 즉흥적으로 하다,I extemporized a poem inspired by recent political events.,나는 최근 정치적 사건들에서 영감을 받은 시를 즉흥적으로 읽었다.,I _ a poem inspired by recent political events.,,extemporized
adaptation,각색 작품 / 적응,The movie adaptation of the well-known classic was faithful to the book.,그 유명한 고전의 영화 각색 작품은 책에 충실했다.,The movie _ of the well-known classic was faithful to the book.,,adaptation
adaptation,각색 작품 / 적응,Migration is a common from of behavioral adaptation among animals.,이주는 동물들 사이에서 행동 적응의 일반적인 형태이다.,Migration is a common from of behavioral _ among animals.,,adaptation
version,(책 등의) 판 / 번역본,The original version of the novel was published in the 14th century.,그 소설의 원판은 14세기에 출판되었다.,The original _ of the novel was published in the 14th century.,,version
version,(책 등의) 판 / 번역본,A Spanish version of the book will be distributed next year.,그 책의 스페인어 번역본은 내년에 배포될 것이다.,A Spanish _ of the book will be distributed next year.,,version
critic,비평가쉼표 평론가,The essayist따옴표s recent work was well received by critics.,그 수필가의 최근 작품은 비평가들에게 호평을 받았다.,The essayist따옴표s recent work was well received by _.,,critics
term,용어쉼표 말 / 임기쉼표 기간,Many legal and medical terms are derived from Latin.,많은 법률 용어와 의학 용어는 라틴어에서 유래했다.,Many legal and medical _ are derived from Latin.,,terms
term,용어쉼표 말 / 임기쉼표 기간,His term as our country따옴표s president will end next year.,우리나라의 대통령으로서 그의 임기는 내년에 끝날 것이다.,His _ as our country따옴표s president will end next year.,,term
term,칭하다쉼표 이름 짓다,The project was termed a success by government officials.,그 프로젝트는 정부 관료들에 의해 성공이라고 칭해졌다.,The project was _ a success by government officials.,,termed
refer to ,~을 언급하다 / ~을 참조하다,Many of the students referred to Oscar Wilde in their term papers.,많은 학생들이 학기 말 과제에서 오스카 와일드를 언급했다.,Many of the students _ Oscar Wilde in their term papers.,,referred to
refer to ,~을 언급하다 / ~을 참조하다,Readers may refer to the appendix for a list of suggested readings.,독자분들은 추천 도서 목록에 대해 부록을 참조하실 수 있습니다.,Readers may _ the appendix for a list of suggested readings.,,refer to
emphasize,강조하다,When discussing the work of Shakespeare쉼표 it is important to emphasize his comedic brilliance.,셰익스피어의 작품을 논할 때는쉼표 그의 희극적 재치를 강조하는 것이 중요하다.,When discussing the work of Shakespeare쉼표 it is important to _ his comedic brilliance.,,emphasize
recondite,난해한,The expressions used in the early English language can be recondite today.,초기 영어에서 사용된 표현들이 오늘날에는 난해할 수 있다.,The expressions used in the early English language can be _ today.,,recondite
euphemism,완곡어법,Journalists sometimes use euphemisms to avoid stating unpleasant things.,기자들은 불쾌한 일들을 언급하는 것을 피하기 위해 때때로 완곡어법을 사용한다.,Journalists sometimes use _ to avoid stating unpleasant things.,,euphemisms
account for,~을 설명하다 / (~의 비율을) 차지하다,Noam Chomsky따옴표s theories account for the origins of language.,노암 촘스키의 이론들은 언어의 기원을 설명한다.,Noam Chomsky따옴표s theories _ the origins of language.,,account for
account for,~을 설명하다 / (~의 비율을) 차지하다,Education spending accounts for 15 percent of the national budget.,교육비는 국가 예산의 15퍼센트를 차지한다.,Education spending _ 15 percent of the national budget.,,accounts for
perception,인식쉼표 이해,The author keeps readers따옴표 perception in mind when planning out his sequels.,작가는 속편에 대한 계획을 세울 때 독자들의 인식을 유념한다.,The author keeps readers따옴표 _ in mind when planning out his sequels.,,perception
envision,상상하다쉼표 마음속에 그리다,Amateur writers sometimes envision themselves winning a book award.,아마추어 작가들은 때때로 자신이 도서상을 수상하는 것을 상상한다.,Amateur writers sometimes _ themselves winning a book award.,,envision
coin,(새로운 말을) 만들어 내다,An English philosopher first coined the phrase 큰따옴표survival of the fittest큰따옴표.,한 영국 철학자는 처음으로 큰따옴표적자생존큰따옴표라는 말을 만들어 냈다.,An English philosopher first _ the phrase 큰따옴표survival of the fittest큰따옴표.,,coined
induce,일으키다쉼표 야기하다,The forceful narrative will induce excitement in readers.,설득력 있는 서술은 독자들의 흥미를 일으킬 것이다.,The forceful narrative will _ excitement in readers.,,induce
implication,함축적 의미쉼표 암시,The implication of the book is that hope never dies.,이 책의 함축적 의미는 희망은 결코 죽지 않는다는 것이다.,The _ of the book is that hope never dies.,,implication
florid,화려한쉼표 현란한,I dislike florid prose and prefer writing that is simple and direct.,나는 화려한 산문을 좋아하지 않고 단순하며 직접적인 글을 선호한다.,I dislike _ prose and prefer writing that is simple and direct.,,florid
